Empty,Complete,Download,Reference,ID,Control_ID,Treatment,Group,Additional_Group_Description,Visit,Intervention,DOI,Title,Tesla,Scanner_Manufacturer,Scanner_Model,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Water_Supp,Lipid_Supp,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR (ms),N_TR,TE (ms),N_TE,TI (ms),N_TI,Voxel_Region,Left/Right/Both,Preprocessing,Metab-Nulled/Cycled,Fitting,Segmentation,Partial_Volume,Relaxation,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Contact,Notes,Site
,X,X,2018_karczewska-kupczewska_103,11,No Control,0,Control,,4 Hour Infusion,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Hippocampus,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,12,No Control,0,Control,,4 Hour Infusion,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Temporal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_kim_23,1,2,0,Addiction,Methamphetamine Dependence ,,,10.1111/adb.12473,Metabolic alterations in the anterior cingulate cortex and related cognitive deficits in late adolescent methamphetamine users.,1.5,GE,Signa HDx,,44,11,35,18.1,1.3,,,PRESS,,1,,,,2000,1,35,1,,0,Midfrontal Anterior Cingulate Cortex,Both,LCModel,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,"sujungjyoon@ewha.ac.kr, inkylyoo@ewha.ac.kr",,
,X,X,2018_kim_23,2,No Control,0,Control,,,,10.1111/adb.12473,Metabolic alterations in the anterior cingulate cortex and related cognitive deficits in late adolescent methamphetamine users.,1.5,GE,Signa HDx,,53,12,41,17.9,1.2,,,PRESS,,1,,,,2000,1,35,1,,0,Midfrontal Anterior Cingulate Cortex,Both,LCModel,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,"sujungjyoon@ewha.ac.kr, inkylyoo@ewha.ac.kr",,
,X,X,2018_kim_83,1,3,0,Psychosis,,,,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,2,4,0,Psychosis,,,,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kim_83,3,No Control,0,Control,,,,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,49,49,30,19,25.14,5.86,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,4,No Control,0,Control,,,,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,49,49,30,19,25.14,5.86,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kim_83,5,3,0,Psychosis,First-episode,,No Treatment,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,14,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,6,4,0,Psychosis,First-episode,,No Treatment,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,14,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kim_83,7,3,1,Psychosis,First-episode,,Treatment,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,26,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,8,4,1,Psychosis,First-episode,,Treatment,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,26,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kim_83,9,3,0,Psychosis,First-episode,,No Lithium,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,24,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,10,4,0,Psychosis,First-episode,,No Lithium,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,24,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kim_83,11,3,1,Psychosis,First-episode,,Lithium,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,16,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Anterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,25,35,17.5,dongur@partners.org,,
,X,X,2018_kim_83,12,4,1,Psychosis,First-episode,,Lithium,10.1016/j.biopsych.2017.08.022,In-Vivo Brain Glycine and Glutamate Concentrations in Patients With First-Episode Psychosis Measured by Echo Time-Averaged Proton Magnetic Resonance Spectroscopy at 4T.,4,Varian,Unity/Inova,16,40,6,34,23.62,4.73,WET,,PRESS,,1,2000,1024,384,2000,1,30-490,24,,0,Posterior Cingulate Cortex,Both,In-house,0,LCModel,FSL,1,0,,,,,,,,20,20,20,8,dongur@partners.org,,
,X,X,2018_kirov_139,1,2,0,Seizure,Epilepsy,,,10.1016/j.eplepsyres.2017.11.017,Whole brain neuronal abnormalities in focal epilepsy quantified with proton MR spectroscopy.,3,Siemens,Biograph mMR,12,13,6,7,40,13,,,,,,,,,10000,1,5,1,940,0,Whole Brain,Both,VeSPA,0,VeSPA,SPM,1,0,,0.47,0.04,0.31,0.04,,,,,,,,Whole brain non-localized 1H MRS,
,X,X,2018_kirov_139,2,No Control,0,Control,,,,10.1016/j.eplepsyres.2017.11.017,Whole brain neuronal abnormalities in focal epilepsy quantified with proton MR spectroscopy.,3,Siemens,Biograph mMR,,14,7,7,38,11,,,,,,,,,10000,1,5,1,940,0,Whole Brain,Both,VeSPA,0,VeSPA,SPM,1,0,,0.48,4,0.32,0.02,,,,,,,,Whole brain non-localized 1H MRS,
,X,X,2018_kroll_19,1,2,0,Periphery,Asthma,,,10.1016/j.nicl.2018.04.012,Hippocampal metabolites in asthma and their implications for cognitive function.,3,Philips,,17,20,10,10,25.3,8.9,,,PRESS,,1,,2048,256,2000,1,112,1,,0,Hippocampus,Left,LCModel,0,LCModel,FSL,1,0,,,,,,,,,,,,"jkroll@smu.edu, tritz@smu.edu",,
,X,X,2018_kroll_19,2,No Control,0,Control,,,,10.1016/j.nicl.2018.04.012,Hippocampal metabolites in asthma and their implications for cognitive function.,3,Philips,,18,20,10,10,25.1,8.88,,,PRESS,,1,,2048,256,2000,1,112,1,,0,Hippocampus,Left,LCModel,0,LCModel,FSL,1,0,,,,,,,,,,,,"jkroll@smu.edu, tritz@smu.edu",,
,X,X,2018_lai_225,1,5,0,Bipolar,Acute Depressive Episode Bipolar,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR750,,30,14,16,23.9,6.95,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Left,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_lai_225,2,6,0,Bipolar,Acute Depressive Episode Bipolar,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR751,,30,14,16,23.9,6.95,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Right,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_lai_225,3,5,0,Bipolar,Euthymic Bipolar,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR752,,22,12,10,26.82,8.86,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Left,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_lai_225,4,6,0,Bipolar,Euthymic Bipolar,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR753,,22,12,10,26.82,8.86,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Right,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_lai_225,5,No Control,0,Control,,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR754,,31,16,15,26.52,10.37,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Left,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_lai_225,6,No Control,0,Control,,,,10.1016/j.jad.2017.07.036,Biochemical abnormalities in basal ganglia and executive dysfunction in acute- and euthymic-episode patients with bipolar disorder: A proton magnetic resonance spectroscopy study.,3,GE,Discovery MR755,,31,17,16,26.52,10.37,CHESS,,PRESS,,0,,,,1000,1,144,1,,0,Lenticular Nucleus,Right,GE AW,0,GE AW,,0,0,,,,,,,,7.5,7.5,10,0.5625,Yanbinjia2006@163.com,,
,X,X,2018_li_9,1,7,0,Cancer,Glioma Low-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,11,20,4,16,45,,CHESS,9 VSS + OCT,PRESS,,0,,,,1250-1300,1,144,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,2,8,0,Cancer,Glioma Low-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,11,20,4,16,45,,CHESS,9 VSS + OCT inversion recovery,PRESS,,0,,,,1280-1300,1,35,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,3,9,0,Cancer,Glioma Low-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,7,GE,MR950,11,20,4,16,45,,CHESS,9 VSS inversion recovery,Spin echo,,0,,,,2000,1,30,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,4,7,0,Cancer,Glioma High-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,9,20,4,16,45,,CHESS,9 VSS + OCT,PRESS,,0,,,,1250-1300,1,144,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,5,8,0,Cancer,Glioma High-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,9,20,4,16,45,,CHESS,9 VSS + OCT inversion recovery,PRESS,,0,,,,1280-1300,1,35,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,6,9,0,Cancer,Glioma High-grade,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,7,GE,MR950,9,20,4,16,45,,CHESS,9 VSS inversion recovery,Spin echo,,0,,,,2000,1,30,1,,0,Lesion,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,7,No Control,0,Control,Normal Appearing Tissue,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,20,20,4,16,45,,CHESS,9 VSS + OCT,PRESS,,0,,,,1250-1300,1,144,1,,0,Normal appearing white matter,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,8,No Control,0,Control,Normal Appearing Tissue,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,3,GE,MR750,20,20,4,16,45,,CHESS,9 VSS + OCT inversion recovery,PRESS,,0,,,,1280-1300,1,35,1,,0,Normal appearing white matter,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_9,9,No Control,0,Control,Normal Appearing Tissue,,,10.1021/acschemneuro.7b00286,Comparison between Short and Long Echo Time Magnetic Resonance Spectroscopic Imaging at 3T and 7T for Evaluating Brain Metabolites in Patients with Glioma.,7,GE,MR950,20,20,4,16,45,,CHESS,9 VSS inversion recovery,Spin echo,,0,,,,2000,1,30,1,,0,Normal appearing white matter,,In-house,0,LCModel,,0,0,,,,,,,,,,,,yan.li@ucsf.edu,"Mean/Std calculated from Confidence Interval (Two-Tailed w/Alpha=.05); age as median 45 years; 3D-MRSI: phase encoding=18x18x16, voxel resolution=1cm^3",
,X,X,2018_li_29,1,No Control,0,Migraine,,,No Levetiracetam,10.1097/WNR.0000000000001067,High-field MRS study of GABA+ in patients with migraine: response to levetiracetam treatment.,3,Philips,Achieva,8,14,12,2,40.19,,CHESS,,PRESS,MEGA,1,1000,,320,2000,1,68,1,,0,Anterior Cingulate Cortex/Medial Prefrontal Cortex,Both,,0,,,0,0,,,,,,,,30,30,30,27,chencf301@163.com,,
,X,X,2018_li_29,2,No Control,0,Migraine,,,No Levetiracetam,10.1097/WNR.0000000000001067,High-field MRS study of GABA+ in patients with migraine: response to levetiracetam treatment.,3,Philips,Achieva,11,14,12,2,40.19,,CHESS,,PRESS,MEGA,1,1000,,320,2000,1,68,1,,0,Posterior Cingulate Cortex,Both,,0,,,0,0,,,,,,,,30,20,30,18,chencf301@163.com,,
,X,X,2018_li_29,3,1,1,Migraine,,,Levetiracetam,10.1097/WNR.0000000000001067,High-field MRS study of GABA+ in patients with migraine: response to levetiracetam treatment.,3,Philips,Achieva,8,14,12,2,40.19,,CHESS,,PRESS,MEGA,1,1000,,320,2000,1,68,1,,0,Anterior Cingulate Cortex/Medial Prefrontal Cortex,Both,,0,,,0,0,,,,,,,,30,30,30,27,chencf301@163.com,,
,X,X,2018_li_29,4,2,1,Migraine,,,Levetiracetam,10.1097/WNR.0000000000001067,High-field MRS study of GABA+ in patients with migraine: response to levetiracetam treatment.,3,Philips,Achieva,11,14,12,2,40.19,,CHESS,,PRESS,MEGA,1,1000,,320,2000,1,68,1,,0,Posterior Cingulate Cortex,Both,,0,,,0,0,,,,,,,,30,20,30,18,chencf301@163.com,,
,X,X,2018_louis_17,1,3,0,Essential Tremor,,,,10.1007/s12311-017-0891-4,In Vivo Dentate Nucleus Gamma-aminobutyric Acid Concentration in Essential Tremor vs. Controls.,3,Siemens,Tim Trio,,45,19,26,74.98,6.16,,,PRESS,MEGA,,,,392,1500,1,68,1,,0,Cerebellar Dentate Nucleus,Left,LCModel,0,LCModel,SPM,1,0,,,,,,,,25,25,25,15.625,elan.louis@yale.edu,,
,X,X,2018_louis_17,2,4,0,Essential Tremor,,,,10.1007/s12311-017-0891-4,In Vivo Dentate Nucleus Gamma-aminobutyric Acid Concentration in Essential Tremor vs. Controls.,3,Siemens,Tim Trio,,45,19,26,74.98,6.16,,,PRESS,MEGA,,,,392,1500,1,68,1,,0,Cerebellar Dentate Nucleus,Right,LCModel,0,LCModel,SPM,1,0,,,,,,,,25,25,25,15.625,elan.louis@yale.edu,,
,X,X,2018_louis_17,3,No Control,0,Control,,,,10.1007/s12311-017-0891-4,In Vivo Dentate Nucleus Gamma-aminobutyric Acid Concentration in Essential Tremor vs. Controls.,3,Siemens,Tim Trio,,35,25,10,73.26,6.06,,,PRESS,MEGA,,,,392,1500,1,68,1,,0,Cerebellar Dentate Nucleus,Left,LCModel,0,LCModel,SPM,1,0,,,,,,,,25,25,25,15.625,elan.louis@yale.edu,,
,X,X,2018_louis_17,4,No Control,0,Control,,,,10.1007/s12311-017-0891-4,In Vivo Dentate Nucleus Gamma-aminobutyric Acid Concentration in Essential Tremor vs. Controls.,3,Siemens,Tim Trio,,35,25,10,73.26,6.06,,,PRESS,MEGA,,,,392,1500,1,68,1,,0,Cerebellar Dentate Nucleus,Right,LCModel,0,LCModel,SPM,1,0,,,,,,,,25,25,25,15.625,elan.louis@yale.edu,,
,X,X,2018_lu_29,1,4,0,Periphery,Liver Cirrhosis,,,10.1097/WNR.0000000000001063,Disrupted metabolic and functional connectivity patterns of the posterior cingulate cortex in cirrhotic patients: a study combining magnetic resonance spectroscopy and resting-state functional magnetic resonance imaging.,3,Siemens,Tim Trio,,26,10,16,50.3,8.5,,,PRESS,,0,,,,2000,1,20,1,,0,Posterior Cingulate Cortex,Both,syngoMMWP VE31A,0,syngoMMWP VE31A,,0,0,,,,,,,,15,15,20,4.5,cjr.luguangming@vip.163.com,,
,X,X,2018_lu_29,2,4,0,Periphery,Liver Cirrhosis with Hepatic Encephalopathy,,,10.1097/WNR.0000000000001063,Disrupted metabolic and functional connectivity patterns of the posterior cingulate cortex in cirrhotic patients: a study combining magnetic resonance spectroscopy and resting-state functional magnetic resonance imaging.,3,Siemens,Tim Trio,,10,4,6,53.3,9.2,,,PRESS,,0,,,,2000,1,20,1,,0,Posterior Cingulate Cortex,Both,syngoMMWP VE31A,0,syngoMMWP VE31A,,0,0,,,,,,,,15,15,20,4.5,cjr.luguangming@vip.163.com,,
,X,X,2018_lu_29,3,4,0,Periphery,Liver Cirrhosis without Hepatic Encephalopathy,,,10.1097/WNR.0000000000001063,Disrupted metabolic and functional connectivity patterns of the posterior cingulate cortex in cirrhotic patients: a study combining magnetic resonance spectroscopy and resting-state functional magnetic resonance imaging.,3,Siemens,Tim Trio,,16,6,10,50.2,11.7,,,PRESS,,0,,,,2000,1,20,1,,0,Posterior Cingulate Cortex,Both,syngoMMWP VE31A,0,syngoMMWP VE31A,,0,0,,,,,,,,15,15,20,4.5,cjr.luguangming@vip.163.com,,
,X,X,2018_lu_29,4,No Control,0,Control,,,,10.1097/WNR.0000000000001063,Disrupted metabolic and functional connectivity patterns of the posterior cingulate cortex in cirrhotic patients: a study combining magnetic resonance spectroscopy and resting-state functional magnetic resonance imaging.,3,Siemens,Tim Trio,,21,13,8,53.3,8.5,,,PRESS,,0,,,,2000,1,20,1,,0,Posterior Cingulate Cortex,Both,syngoMMWP VE31A,0,syngoMMWP VE31A,,0,0,,,,,,,,15,15,20,4.5,cjr.luguangming@vip.163.com,,
,,X,2018_lv_20,,,0,,,,,10.1016/j.nicl.2018.09.008,Neurotransmitter alterations in the anterior cingulate cortex in Crohn's disease patients with abdominal pain: A preliminary MR spectroscopy study.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,X,X,2018_lynn_172,1,No Control,0,Control,Relaxed with eyes closed,,,10.1016/j.neuroimage.2018.01.069,Differences in steady-state glutamate levels and variability between 'non-task-active' conditions: Evidence from (1)H fMRS of the prefrontal cortex.,3,Siemens,Verio,15,16,7,9,24.3,3.5,VAPOR,,PRESS,,1,2000,2048,52,4000,1,23,1,,0,Dorsolateral Prefrontal Cortex,Left,LCModel,0,LCModel,FSL,1,1,,36.8,3.8,60.8,4.5,,,15,20,15,4.5,jeffrey.stanley@wayne.edu,,
,X,X,2018_lynn_172,2,1,0,Task,Passive visual fixation crosshair,,,10.1016/j.neuroimage.2018.01.069,Differences in steady-state glutamate levels and variability between 'non-task-active' conditions: Evidence from (1)H fMRS of the prefrontal cortex.,3,Siemens,Verio,15,16,7,9,24.3,3.5,VAPOR,,PRESS,,1,2000,2048,52,4000,1,23,1,,0,Dorsolateral Prefrontal Cortex,Left,LCModel,0,LCModel,FSL,1,1,,36.8,3.8,60.8,4.5,,,15,20,15,4.5,jeffrey.stanley@wayne.edu,,
,X,X,2018_lynn_172,3,1,0,Task,Finger tapping,,,10.1016/j.neuroimage.2018.01.069,Differences in steady-state glutamate levels and variability between 'non-task-active' conditions: Evidence from (1)H fMRS of the prefrontal cortex.,3,Siemens,Verio,15,16,7,9,24.3,3.5,VAPOR,,PRESS,,1,2000,2048,52,4000,1,23,1,,0,Dorsolateral Prefrontal Cortex,Left,LCModel,0,LCModel,FSL,1,1,,36.8,3.8,60.8,4.5,,,15,20,15,4.5,jeffrey.stanley@wayne.edu,,
