Completed,Download,Reference,ID,Group,Add_Description,Breed,Old_Name,Old_ID,DOI,Title,Tesla,Scanner,Model,Acq_Type,Subject,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Age_Unit,Water_Supp,Lipid_Supp,Metab-Modifier,TI,N_TI,T2_Filter,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR,N_TR,TE,N_TE,Processing,Fit,T1_Corrected,Fit_Type,Segmentation,Region,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Notes,Contact,Emailed,PerCom,Volume
1,X,2002_sijens_12,2,Tumor,,,,,10.1007/s00330-001-1300-3,1H chemical shift imaging characterization of human brain tumor and edema,1.5,Siemens,Vision,In Vivo,Human,,7,,,,,,CHESS,,,,,0,PRESS,,,500,1024,,1500,1,135/270,2,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,Hybrid CSI Assumed PRESS Localization from Ref 12,,,,
1,X,2002_sijens_12,3,Edema,,,,,10.1007/s00330-001-1300-3,1H chemical shift imaging characterization of human brain tumor and edema,1.5,Siemens,Vision,In Vivo,Human,,3,,,,,,CHESS,,,,,0,PRESS,,,500,1024,,1500,1,135/270,2,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,Hybrid CSI Assumed PRESS Localization from Ref 12,,,,
1,X,2002_sijens_12,4,Tumor,,,,,10.1007/s00330-001-1300-3,1H chemical shift imaging characterization of human brain tumor and edema,1.5,Siemens,Vision,In Vivo,Human,,2,,,,,,CHESS,,,,,0,PRESS,,,500,1024,,1500,1,135/270,2,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,Hybrid CSI Assumed PRESS Localization from Ref 12,,,,
1,X,2004_sijens_14,1,Control,,,,,10.1007/s00330-004-2388-z,1H MR chemical shift imaging detection of phenylalanine in patients suffering from phenylketonuria (PKU),1.5,Siemens,Vision,In Vivo,Human,,11,5,6,16,7,Years,CHESS,,,,,0,STEAM/Spin-Echo,,,,,,1500,1,"20,40,135,270",4,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,Values Not Listed,,,,
1,X,2004_sijens_14,2,PKU,,,,,10.1007/s00330-004-2388-z,1H MR chemical shift imaging detection of phenylalanine in patients suffering from phenylketonuria (PKU),1.5,Siemens,Vision,In Vivo,Human,,10,6,4,27,8,Years,CHESS,,,,,0,STEAM/Spin-Echo,,,,,,1500,1,"20,40,135,270",4,Numaris-3,Numaris-3,,Monoexponential,,,Unknown,,,,,,,20,20,20,8,,,,,
1,X,2005_soher_53,1,Healthy,,,"Soher et al., 2005",A,10.1002/mrm.20491,Observation of coupled 1H metabolite resonances at long TE,1.5,Philips,,In Vivo,Human,,6,,,25-45,,Years,,,,,,CPMG,PRESS,,,3906,,256,1500,1,"26,66,106,146,186,226",6,FITT,FITT,,,,Occipital,Mix,,,,,,,20,20,20,8,,,,,53
,X,2005_soher_53,2,Healthy,,,"Soher et al., 2005",B,10.1002/mrm.20491,Observation of coupled 1H metabolite resonances at long TE,1.5,Philips,,In Vivo,Human,,6,,,25-45,,Years,,,,,,0,PRESS,,,3906,,256,1500,1,"26,66,106,146,186,226",6,FITT,FITT,,,,Occipital,Mix,,,,,,,20,20,20,8,Data Not Given,,,,53
1,X,2005_soher_53,3,Healthy,,,"Soher et al., 2005",C,10.1002/mrm.20491,Observation of coupled 1H metabolite resonances at long TE,1.5,Philips,,In Vivo,Human,,4,,,22-36,,Years,,,Nulled,650,1,CPMG,PRESS,,,3906,,256,1500,1,"26,66,106,146",4,FITT,FITT,,,,Occipital,Mix,,,,,,,20,20,20,8,,,,,53
1,X,2005_soher_53,4,Healthy,,,"Soher et al., 2005",D,10.1002/mrm.20491,Observation of coupled 1H metabolite resonances at long TE,1.5,Philips,,In Vivo,Human,,4,,,22-36,,Years,,,Nulled,650,1,0,PRESS,,,3906,,256,1500,1,"26,66,106,146",4,FITT,FITT,,,,Occipital,Mix,,,,,,,20,20,20,8,,,,,53
1,X,2018_swanberg_290,1,Healthy,,,"Swanberg et al., 2018",A,10.1016/j.jmr.2018.02.017,Quantification of glutathione transverse relaxation time T 2 using echo time extension with variable refocusing selectivity and symmetry in the human brain at 7 Tesla,7,,,In Vivo,Human,,9,,,41,4,Years,,,,,,0,semi-LASER,MEGA,,5000,2048,,,,,,,,,,,Occipital,Mix,,,,,,,40,30,40,48,,,,,290
1,X,2001_tkac_46,1,Healthy,,,"Tkac et al., 2001",A,10.1002/mrm.1213,In vivo 1H NMR spectroscopy of the human brain at 7 T,7,Magnex,,In Vivo,Human,,3,,,,,,,,,,,0,STEAM,,,,,160,5000,1,"10,20,30,40,60,80,100,140,180,250",10,Magnex,Magnex,,Monoexponential,,Occipital,Und,,,,,,,20,20,20,8,,,,,46
1,X,2004_traber_19,1,Healthy,,,"Traber et al., 2004",A,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,1.5,Siemens,,In Vivo,Human,,15,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,136,272,400,550",5,AMARES,AMARES,,,,Occipital,WM,,,,,,,,,,20-30,Unpublished,,,,19
1,X,2004_traber_19,2,Healthy,,,"Traber et al., 2004",B,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,1.5,Siemens,,In Vivo,Human,,8,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,136,272,400,550",5,AMARES,AMARES,,,,Motor Cortex,GM,,,,,,,,,,20-30,Unpublished,,,,19
1,X,2004_traber_19,3,Healthy,,,"Traber et al., 2004",C,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,1.5,Siemens,,In Vivo,Human,,5,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,136,272,400,550",5,AMARES,AMARES,,,,Frontal,Mix,,,,,,,,,,20-30,Unpublished,,,,19
1,X,2004_traber_19,4,Healthy,,,"Traber et al., 2004",E,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,10,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Occipital,WM,,,,,,,,,,15,,,,,19
1,X,2004_traber_19,5,Healthy,,,"Traber et al., 2004",F,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,10,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Motor Cortex,GM,,,,,,,,,,15,,,,,19
1,X,2004_traber_19,6,Healthy,,,"Traber et al., 2004",G,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,6,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Cingulate,GM,,,,,,,,,,15,,,,,19
1,X,2004_traber_19,7,Healthy,,,"Traber et al., 2004",H,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,7,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Frontal,Mix,,,,,,,,,,15,,,,,19
1,X,2004_traber_19,8,Healthy,,,"Traber et al., 2004",I,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,8,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Basal Ganglia,Mix,,,,,,,,,,15,,,,,19
1,X,2004_traber_19,9,Healthy,,,"Traber et al., 2004",J,10.1002/jmri.20053,1H metabolite relaxation times at 3.0 tesla: Measurements of T1 and T2 values in normal brain and determination of regional differences in transverse relaxation,3,Philips,,In Vivo,Human,,5,,,40,18,Years,,,,,,0,PRESS,,,1500,512,16/32,2500,1,"50,120,200,280,400",5,AMARES,AMARES,,,,Cerebellum,Mix,,,,,,,,,,15,,,,,19
1,X,2007_tsai_57,1,Healthy,,,"Tsai et al., 2007",A,10.1002/mrm.21225,Fast mapping of the T2 relaxation time of cerebral metabolites using proton echo-planar spectroscopic imaging (PEPSI),3,Siemens,,In Vivo,Human,,6,3,3,30,10,Years,CHESS,,,,,0,PEPSI,,,1086,512,8,1200,1,"50,100,160,220,300",5,,,,,,Left Hem.,WM,,,,,,,20,20,20,8,,,,,57
1,X,2007_tsai_57,2,Healthy,,,"Tsai et al., 2007",B,10.1002/mrm.21225,Fast mapping of the T2 relaxation time of cerebral metabolites using proton echo-planar spectroscopic imaging (PEPSI),3,Siemens,,In Vivo,Human,,6,3,3,30,10,Years,CHESS,,,,,0,PEPSI,,,1086,512,8,1200,1,"50,100,160,220,300",5,,,,,,Right Hem.,WM,,,,,,,20,20,20,8,,,,,57
1,X,2007_tsai_57,3,Healthy,,,"Tsai et al., 2007",C,10.1002/mrm.21225,Fast mapping of the T2 relaxation time of cerebral metabolites using proton echo-planar spectroscopic imaging (PEPSI),3,Siemens,,In Vivo,Human,,6,3,3,30,10,Years,CHESS,,,,,0,PEPSI,,,1086,512,8,1200,1,"50,100,160,220,300",5,,,,,,Frontal,GM,,,,,,,20,20,20,8,,,,,57
1,X,2007_tsai_57,4,Healthy,,,"Tsai et al., 2007",D,10.1002/mrm.21225,Fast mapping of the T2 relaxation time of cerebral metabolites using proton echo-planar spectroscopic imaging (PEPSI),3,Siemens,,In Vivo,Human,,6,3,3,30,10,Years,CHESS,,,,,0,PEPSI,,,1086,512,8,1200,1,"50,100,160,220,300",5,,,,,,Parietal,GM,,,,,,,20,20,20,8,,,,,57
1,X,2007_tsai_57,5,Healthy,,,"Tsai et al., 2007",E,10.1002/mrm.21225,Fast mapping of the T2 relaxation time of cerebral metabolites using proton echo-planar spectroscopic imaging (PEPSI),3,Siemens,,In Vivo,Human,,6,3,3,30,10,Years,CHESS,,,,,0,PEPSI,,,1086,512,8,1200,1,"50,100,160,220,300",5,,,,,,Whole Brain,Mix,,,,,,,20,20,20,8,,,,,57
1,X,2009_tuncskarka_48,1,Control,,,,,10.1016/j.neuroimage.2009.06.061,MR spectroscopic evaluation of N-acetylaspartate's T2 relaxation time and concentration corroborates white matter abnormalities in schizophrenia,3,Siemens,Trio,In Vivo,Human,,29,17,12,32.5,9.7,Years,,,,,,0,PRESS,,,2400,2048,40,6000,1,"30,80,200,300,420",5,LCModel,LCModel,,,,Frontal,WM,,,,,,,10,40,10,4,,,,,48
1,X,2009_tuncskarka_48,2,Schizophrenia,,,,,10.1016/j.neuroimage.2009.06.061,MR spectroscopic evaluation of N-acetylaspartate's T2 relaxation time and concentration corroborates white matter abnormalities in schizophrenia,3,Siemens,Trio,In Vivo,Human,,23,8,15,31.7,8.8,Years,,,,,,0,PRESS,,,2400,2048,40,6000,1,"30,80,200,300,420",5,LCModel,LCModel,,,,Frontal,WM,,,,,,,10,40,10,4,,,,,48
1,X,1995_vandertoorn_8,1,Control,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,2,,2,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,2,Control,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,6,,6,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,3,Control,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,7,,7,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,4,Control,24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,6,,6,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,5,Control,24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,7,,7,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,6,Control,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,1,,1,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,7,Control,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,3,,3,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,8,Control,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,4,,4,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,9,Ischemia,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,2,,2,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,10,Ischemia,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,6,,6,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,11,Ischemia,3 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,7,,7,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,12,Ischemia,24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,6,,6,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,13,Ischemia,24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,7,,7,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,14,Ischemia,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,1,,1,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,15,Ischemia,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,3,,3,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,1995_vandertoorn_8,16,Ischemia,Over 24 Hours,Fisher,"van der Toorn et al., 1995",H,10.1002/nbm.1940080604,T1 and T2 relaxation times of the major 1H-containing metabolites in rat brain after focal ischemia,4.7,SISCO,,In Vivo,Rat,,4,,4,,,,CHESS,,,,,0,PRESS,,,,,128,2000,1,"30,70,100,136,272",6,,,,,,,Unknown,,,,,,,3.4,3.4,3.4,0.04,,,,,8
1,X,2004_walker_220,1,Control,Normal Tissue,,,,10.1016/j.jns.2004.01.012,Time course of NAA T2 and ADCw in ischaemic stroke patients: 1 H MRS imaging and diffusion-weighted MRI,1.5,Siemens,Vision,In Vivo,Human,71,77,35,42,61.2,16.1,Years,CHESS,,,,,0,PRESS,,,,,1,1500,1,"80,135,270",3,MRUI,AMARES,,Monoexponential,Manual,Lesion,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2004_walker_220,2,Stroke,Lesion 5-20 Days (Lesion),,,,10.1016/j.jns.2004.01.012,Time course of NAA T2 and ADCw in ischaemic stroke patients: 1 H MRS imaging and diffusion-weighted MRI,1.5,Siemens,Vision,In Vivo,Human,71,77,35,42,61.2,16.1,Years,CHESS,,,,,0,PRESS,,,,,1,1500,1,"80,135,270",3,MRUI,AMARES,,Monoexponential,Manual,Lesion,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2004_walker_220,3,Stroke,Lesion 90Days (Lesion),,,,10.1016/j.jns.2004.01.012,Time course of NAA T2 and ADCw in ischaemic stroke patients: 1 H MRS imaging and diffusion-weighted MRI,1.5,Siemens,Vision,In Vivo,Human,71,77,35,42,61.2,16.1,Years,CHESS,,,,,0,PRESS,,,,,1,1500,1,"80,135,270",3,MRUI,AMARES,,Monoexponential,Manual,Lesion,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2004_walker_220,4,Stroke,Lesion 5-20 Days (Peripheral),,,,10.1016/j.jns.2004.01.012,Time course of NAA T2 and ADCw in ischaemic stroke patients: 1 H MRS imaging and diffusion-weighted MRI,1.5,Siemens,Vision,In Vivo,Human,71,77,35,42,61.2,16.1,Years,CHESS,,,,,0,PRESS,,,,,1,1500,1,"80,135,270",3,MRUI,AMARES,,Monoexponential,Manual,Lesion,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2004_walker_220,5,Stroke,Lesion 90Days (Peripheral),,,,10.1016/j.jns.2004.01.012,Time course of NAA T2 and ADCw in ischaemic stroke patients: 1 H MRS imaging and diffusion-weighted MRI,1.5,Siemens,Vision,In Vivo,Human,71,77,35,42,61.2,16.1,Years,CHESS,,,,,0,PRESS,,,,,1,1500,1,"80,135,270",3,MRUI,AMARES,,Monoexponential,Manual,Lesion,Unknown,,,,,,,15,15,15,3.375,,,,,
1,X,2021_wang_35,1,Control,,Sprague-Dawley,,,10.1002/nbm.4617,Effects of repeated manganese treatment on proton magnetic resonance spectra of the globus pallidus in rat brain,4.7,Bruker,Biospec,In Vivo,Rat,,7,,,8,,Weeks,,,,,,0,PRESS,,,4000,,128,2000,1,30- 272,6,XWINNMR,XWINNMR,,Monoexponential,,Globus Pallidus,Unknown,,,,,,,,,,0,,,,,
1,X,2021_wang_35,2,Drug,Manganese 1Day,Sprague-Dawley,,,10.1002/nbm.4617,Effects of repeated manganese treatment on proton magnetic resonance spectra of the globus pallidus in rat brain,4.7,Bruker,Biospec,In Vivo,Rat,,7,,,8,,Weeks,,,,,,0,PRESS,,,4000,,128,2000,1,30- 272,6,XWINNMR,XWINNMR,,Monoexponential,,Globus Pallidus,Unknown,,,,,,,,,,0,,,,,
1,X,2021_wang_35,3,Drug,Manganese 5Days,Sprague-Dawley,,,10.1002/nbm.4617,Effects of repeated manganese treatment on proton magnetic resonance spectra of the globus pallidus in rat brain,4.7,Bruker,Biospec,In Vivo,Rat,,7,,,8,,Weeks,,,,,,0,PRESS,,,4000,,128,2000,1,30- 272,6,XWINNMR,XWINNMR,,Monoexponential,,Globus Pallidus,Unknown,,,,,,,,,,0,,,,,
1,X,2021_wang_35,4,Phantom,Manganese,,,,10.1002/nbm.4617,Effects of repeated manganese treatment on proton magnetic resonance spectra of the globus pallidus in rat brain,4.7,Bruker,Biospec,In Vitro,Phantom,,,,,,,,,,,,,0,PRESS,,,3000,,64,2000,1,30- 272,6,XWINNMR,XWINNMR,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,
1,X,2009_weiss_22,1,Healthy,,C57Bl/6J,"Weiss et al., 2009",B,10.1007/s10334-008-0142-2,Quantitative in vivo 1H spectroscopic imaging of metabolites in the early postnatal mouse brain at 17.6 T,17.6,Bruker,,In Vivo,Mouse,,5,,,,,,VAPOR,,,,,CPMG,semi-LASER,,,,,128,3000,1,23-1001,8,AMARES,AMARES,,,,Thalamus,Unknown,,,,,,,3,3,3,0.03,,,,,22
1,X,2018_wong_31,1,Healthy,,,,,10.1002/nbm.4002,Optimized in vivo brain glutamate measurement using long-echo-time semi-LASER at 7 T,7,Siemens,,In Vivo,Human,4,5,1,4,25,3,Years,VAPOR,,,,,0,semi-LASER,,1,,,16,7500,1,45-215,17,In-House,fitMAN,,Monoexponential,,Left Sensorimotor,Unknown,,,,,,,20,20,20,8,,,,,
1,X,2018_wyss_80,1,Healthy,,,"Wyss et al., 2018",A,10.1002/mrm.27067,In vivo estimation of transverse relaxation time constant (T 2 ) of 17 human brain metabolites at 3T,3,Philips,,In Vivo,Human,,54,25,29,29.1,7.3,Years,VAPOR,,,,,0,PRESS,J-Resolved,,2000,1024,8,1600,1,30-228,100,ProFit,ProFit,,,,Periventricular,WM,5,5,94,6,1,1,25,20,20,10,,,,,80
1,X,2018_wyss_80,2,Healthy,,,"Wyss et al., 2018",B,10.1002/mrm.27067,In vivo estimation of transverse relaxation time constant (T 2 ) of 17 human brain metabolites at 3T,3,Philips,,In Vivo,Human,,25,9,16,26.9,4.5,Years,VAPOR,,,,,0,PRESS,J-Resolved,,2000,1024,8,1600,1,30-228,100,ProFit,ProFit,,,,Occipital,Mix,42,20,53,26,6,6,25,20,20,10,,,,,80
1,X,2018_wyss_80,3,Healthy,,,"Wyss et al., 2018",C,10.1002/mrm.27067,In vivo estimation of transverse relaxation time constant (T 2 ) of 17 human brain metabolites at 3T,3,Philips,,In Vivo,Human,,49,8,41,29.2,7.8,Years,VAPOR,,,,,0,PRESS,J-Resolved,,2000,1024,8,1600,1,30-228,100,ProFit,ProFit,,,,Anterior Cingulate,GM,70,5,7,3,22,6,25,20,20,10,,,,,80
1,X,2007_xin_21,1,Healthy,,Sprague-Dawley,"Xin et al., 2007",A,10.1002/nbm.1205,Proton T2 relaxation time of J-coupled cerebral metabolites in rat brain at 9.4 T,9.4,Varian,,In Vivo,Rat,,5,,,,,,VAPOR,,,,,0,SPECIAL,,,5000,4096,16,4000,1,"2.8,20,40,60,80,110,130,150,170,200,300",11,LCModel,LCModel,,Monoexponential,,Hippocampus,Unknown,,,,,,,2.5,5,5,0.06,,,,,21
1,X,2007_xin_21,2,Phantom,,,"Xin et al., 2007",,10.1002/nbm.1205,Proton T2 relaxation time of J-coupled cerebral metabolites in rat brain at 9.4 T,9.4,Varian,,In Vitro,Phantom,,1,,,,,,VAPOR,,,,,0,SPECIAL,,,5000,4096,64,4000,1,"2.8,20,40,60,80,110,130,150,170,200,300",11,LCModel,LCModel,,Monoexponential,,Phantom,Unknown,,,,,,,3,5,5,0.06,,,,,21
1,X,2013_xin_26,1,Healthy,,Sprague-Dawley,,,10.1007/s10334-013-0378-3,Single spin-echo T2 relaxation times of cerebral metabolites at 14.1 T in the in vivo rat brain,14.1,Varian,DirectDrive,In Vivo,Rat,,5,0,5,,,,VAPOR,,,,,0,SPECIAL,,,7000,4096,16,4000,1,"2.8,20,40,60,80,110,130,150,170,200,300",11,LCModel,LCModel,,Monoexponential,,Hippocampus,Unknown,,,,,,,5,2.5,5,0.0625,,,,,
1,X,2020_yoo_33,1,Healthy,Multi-TE,Sprague-Dawley,,,10.1007/s10334-020-00840-w,An in vivo proton magnetic resonance spectroscopy study with optimized echo‑time technique for concurrent quantifcation and T2 measurement targeting glutamate in the rat brain,7,Bruker,,In Vivo,Rat,,5,0,5,6,,Week,VAPOR,,,,,0,PRESS,,,5000,2048,72,5000,1,"16.3,20,40,60,80,110,130,150,170,200,300",11,In-House,In-House,,,,Prefrontal,Unknown,,,,,,,5,3,1.5,0.0225,,,,,
1,X,2020_yoo_33,2,Healthy,OpQT2,Sprague-Dawley,,,10.1007/s10334-020-00840-w,An in vivo proton magnetic resonance spectroscopy study with optimized echo‑time technique for concurrent quantifcation and T2 measurement targeting glutamate in the rat brain,7,Bruker,,In Vivo,Rat,,5,0,5,6,,Week,VAPOR,,,,,0,PRESS,,,5000,2048,192,5000,1,16.3,1,In-House,In-House,,,,Prefrontal,Unknown,,,,,,,5,3,1.5,0.0225,,,,,
1,X,2020_yoo_33,3,Phantom,Multi-TE,,,,10.1007/s10334-020-00840-w,An in vivo proton magnetic resonance spectroscopy study with optimized echo‑time technique for concurrent quantifcation and T2 measurement targeting glutamate in the rat brain,7,Bruker,,In Vitro,Phantom,,1,,,,,,VAPOR,,,,,0,PRESS,,,5000,2048,64,5000,1,"16.3,20,40,60,80,110,130,150,170,200,300",11,In-House,In-House,,,,Prefrontal,Unknown,,,,,,,5,5,5,0.125,,,,,
1,X,2020_yoo_33,4,Phantom,OpQT2,,,,10.1007/s10334-020-00840-w,An in vivo proton magnetic resonance spectroscopy study with optimized echo‑time technique for concurrent quantifcation and T2 measurement targeting glutamate in the rat brain,7,Bruker,,In Vitro,Phantom,,1,,,,,,VAPOR,,,,,0,PRESS,,,5000,2048,64,5000,1,"16.3,20,24,28,105,110,115,120",8,In-House,In-House,,,,Prefrontal,Unknown,,,,,,,5,5,5,0.125,,,,,
